,Protein,Number_of_detected_peptides
5208,RAD9A_HUMAN,1
5209,RADIL_HUMAN,1
5210,RAE1L_HUMAN,1
5211,RAE1_HUMAN,1
5212,RALB_HUMAN,1
5213,RAP1A_HUMAN,1
5214,RAP1B_HUMAN,1
5215,RARA_HUMAN,1
5216,RARG_HUMAN,1
5217,RASF2_HUMAN,1
5218,RASK_HUMAN,1
5219,RB11A_HUMAN,1
5220,RB11B_HUMAN,1
5221,RB33B_HUMAN,1
5222,RB39B_HUMAN,1
5223,RB3GP_HUMAN,1
5224,RB40C_HUMAN,1
5225,RBGP1_HUMAN,1
5226,RBM20_HUMAN,1
5227,RBM22_HUMAN,1
5228,RBM3_HUMAN,1
5229,RBM43_HUMAN,1
5230,RBMS2_HUMAN,1
5231,RBPMS_HUMAN,1
5232,RC3H1_HUMAN,1
5233,RC3H2_HUMAN,1
5234,RCAN1_HUMAN,1
5235,RCAN3_HUMAN,1
5236,RCN1_HUMAN,1
5237,RCOR3_HUMAN,1
5238,RD3_HUMAN,1
5239,REEP1_HUMAN,1
5240,RELN_HUMAN,1
5241,REN3A_HUMAN,1
5242,RENI_HUMAN,1
5243,RENT2_HUMAN,1
5244,RER1_HUMAN,1
5245,REV1_HUMAN,1
5246,RFA3_HUMAN,1
5247,RFC3_HUMAN,1
5248,RFFL_HUMAN,1
5249,RFIP3_HUMAN,1
5250,RFWD3_HUMAN,1
5251,RFX4_HUMAN,1
5252,RFX5_HUMAN,1
5253,RFXAP_HUMAN,1
5254,RGF1C_HUMAN,1
5255,RGL2_HUMAN,1
5256,RGS2_HUMAN,1
5257,RHG05_HUMAN,1
5258,RHG07_HUMAN,1
5259,RHG10_HUMAN,1
5260,RHG20_HUMAN,1
5261,RHG22_HUMAN,1
5262,RHG24_HUMAN,1
5263,RHN2P_HUMAN,1
5264,RHOA_HUMAN,1
5265,RHOC_HUMAN,1
5266,RIC1_HUMAN,1
5267,RIMS1_HUMAN,1
5268,RIN3_HUMAN,1
5269,RIOK3_HUMAN,1
5270,RIPK1_HUMAN,1
5271,RIP_HUMAN,1
5272,RIR1_HUMAN,1
5273,RITA1_HUMAN,1
5274,RL36A_HUMAN,1
5275,RL37_HUMAN,1
5276,RL3L_HUMAN,1
5277,RL40_HUMAN,1
5278,RLGPB_HUMAN,1
5279,RM02_HUMAN,1
5280,RM16_HUMAN,1
5281,RM17_HUMAN,1
5282,RM19_HUMAN,1
5283,RM24_HUMAN,1
5284,RMI1_HUMAN,1
5285,RN138_HUMAN,1
5286,RN213_HUMAN,1
5287,RN220_HUMAN,1
5288,RN223_HUMAN,1
5289,RNF25_HUMAN,1
5290,RNH2A_HUMAN,1
5291,RNH2C_HUMAN,1
5292,ROBO3_HUMAN,1
5293,ROBO4_HUMAN,1
5294,ROGDI_HUMAN,1
5295,ROR2_HUMAN,1
5296,RP1L1_HUMAN,1
5297,RP1_HUMAN,1
5298,RP3A_HUMAN,1
5299,RPAB1_HUMAN,1
5300,RPC4_HUMAN,1
5301,RPC7_HUMAN,1
5302,RPGFL_HUMAN,1
5303,RPIA_HUMAN,1
5304,RPKL1_HUMAN,1
5305,RPP38_HUMAN,1
5306,RPP40_HUMAN,1
5307,RRAGB_HUMAN,1
5308,RRP1_HUMAN,1
5309,RRP44_HUMAN,1
5310,RS24_HUMAN,1
5311,RS30_HUMAN,1
5312,RSBNL_HUMAN,1
5313,RSLBA_HUMAN,1
5314,RSRC1_HUMAN,1
5315,RT15_HUMAN,1
5316,RT17_HUMAN,1
5317,RT18B_HUMAN,1
5318,RT36_HUMAN,1
5319,RT4I1_HUMAN,1
5320,RTEL1_HUMAN,1
5321,RTN3_HUMAN,1
5322,RTTN_HUMAN,1
5323,RUSC1_HUMAN,1
5324,RUSD1_HUMAN,1
5325,RUSD4_HUMAN,1
5326,RUXE_HUMAN,1
5327,RWDD4_HUMAN,1
5328,RYK_HUMAN,1
5329,RYR3_HUMAN,1
5330,S10A6_HUMAN,1
5331,S10AA_HUMAN,1
5332,S10AB_HUMAN,1
5333,S10AD_HUMAN,1
5334,S14L1_HUMAN,1
5335,S19A3_HUMAN,1
5336,S1PBP_HUMAN,1
5337,S20A1_HUMAN,1
5338,S22AH_HUMAN,1
5339,S2543_HUMAN,1
5340,S2546_HUMAN,1
5341,S2547_HUMAN,1
5342,S29A1_HUMAN,1
5343,S31A6_HUMAN,1
5344,S31C1_HUMAN,1
5345,S35C2_HUMAN,1
5346,S35D2_HUMAN,1
5347,S38A2_HUMAN,1
5348,S39A3_HUMAN,1
5349,S39A6_HUMAN,1
5350,S4A4_HUMAN,1
5351,SAAL1_HUMAN,1
5352,SAC1_HUMAN,1
5353,SAE1_HUMAN,1
5354,SAM12_HUMAN,1
5355,SAP18_HUMAN,1
5356,SAP_HUMAN,1
5357,SAS6_HUMAN,1
5358,SAV1_HUMAN,1
5359,SC24B_HUMAN,1
5360,SCAM2_HUMAN,1
5361,SCD5_HUMAN,1
5362,SCLT1_HUMAN,1
5363,SCMC1_HUMAN,1
5364,SCNAA_HUMAN,1
5365,SCND1_HUMAN,1
5366,SCO2_HUMAN,1
5367,SCOT2_HUMAN,1
5368,SCRN3_HUMAN,1
5369,SDC2_HUMAN,1
5370,SDCG8_HUMAN,1
5371,SDHA_HUMAN,1
5372,SE6L1_HUMAN,1
5373,SELB_HUMAN,1
5374,SELV_HUMAN,1
5375,SEM3G_HUMAN,1
5376,SEM4G_HUMAN,1
5377,SEN2_HUMAN,1
5378,SESQ1_HUMAN,1
5379,SEZ6_HUMAN,1
5380,SF3A3_HUMAN,1
5381,SF3B4_HUMAN,1
5382,SF3B5_HUMAN,1
5383,SF3B6_HUMAN,1
5384,SFI1_HUMAN,1
5385,SFXN1_HUMAN,1
5386,SGK3_HUMAN,1
5387,SGOL2_HUMAN,1
5388,SGT1_HUMAN,1
5389,SH24A_HUMAN,1
5390,SH2D5_HUMAN,1
5391,SH3BG_HUMAN,1
5392,SH3G1_HUMAN,1
5393,SH3G3_HUMAN,1
5394,SH3L3_HUMAN,1
5395,SHAN1_HUMAN,1
5396,SHF_HUMAN,1
5397,SHKB1_HUMAN,1
5398,SHOC2_HUMAN,1
5399,SHP1L_HUMAN,1
5400,SHRM1_HUMAN,1
5401,SIN3B_HUMAN,1
5402,SIR5_HUMAN,1
5403,SIRPG_HUMAN,1
5404,SIX3_HUMAN,1
5405,SK2L2_HUMAN,1
5406,SKAP1_HUMAN,1
5407,SKP2_HUMAN,1
5408,SL9A3_HUMAN,1
5409,SLAI1_HUMAN,1
5410,SLN13_HUMAN,1
5411,SMAD1_HUMAN,1
5412,SMAG1_HUMAN,1
5413,SMBP2_HUMAN,1
5414,SMC1A_HUMAN,1
5415,SMC2_HUMAN,1
5416,SMCA1_HUMAN,1
5417,SMG5_HUMAN,1
5418,SMRD2_HUMAN,1
5419,SMS2_HUMAN,1
5420,SNCAP_HUMAN,1
5421,SNG2_HUMAN,1
5422,SNPC5_HUMAN,1
5423,SNTAN_HUMAN,1
5424,SNTG2_HUMAN,1
5425,SNX16_HUMAN,1
5426,SNX29_HUMAN,1
5427,SNX33_HUMAN,1
5428,SNX8_HUMAN,1
5429,SN_HUMAN,1
5430,SOCS6_HUMAN,1
5431,SOX15_HUMAN,1
5432,SOX17_HUMAN,1
5433,SOX5_HUMAN,1
5434,SP16H_HUMAN,1
5435,SP8_HUMAN,1
5436,SPAG7_HUMAN,1
5437,SPB9_HUMAN,1
5438,SPCS3_HUMAN,1
5439,SPDEF_HUMAN,1
5440,SPF30_HUMAN,1
5441,SPI1_HUMAN,1
5442,SPIN4_HUMAN,1
5443,SPIR2_HUMAN,1
5444,SPNS3_HUMAN,1
5445,SPOP_HUMAN,1
5446,SPP24_HUMAN,1
5447,SPRC_HUMAN,1
5448,SPRE_HUMAN,1
5449,SPRTN_HUMAN,1
5450,SPS1_HUMAN,1
5451,SPT13_HUMAN,1
5452,SPT2_HUMAN,1
5453,SPTA1_HUMAN,1
5454,SPTN4_HUMAN,1
5455,SPTN5_HUMAN,1
5456,SPX3_HUMAN,1
5457,SPY1_HUMAN,1
5458,SPY2_HUMAN,1
5459,SRBD1_HUMAN,1
5460,SRG2B_HUMAN,1
5461,SRP14_HUMAN,1
5462,SRPRB_HUMAN,1
5463,SRRM3_HUMAN,1
5464,SRSF5_HUMAN,1
5465,SSBP4_HUMAN,1
5466,SSDH_HUMAN,1
5467,SSMM1_HUMAN,1
5468,SSRG_HUMAN,1
5469,SSXT_HUMAN,1
5470,ST32A_HUMAN,1
5471,ST5_HUMAN,1
5472,ST65G_HUMAN,1
5473,STA13_HUMAN,1
5474,STALP_HUMAN,1
5475,STAM1_HUMAN,1
5476,STAM2_HUMAN,1
5477,STAT1_HUMAN,1
5478,STIL_HUMAN,1
5479,STING_HUMAN,1
5480,STMN3_HUMAN,1
5481,STX10_HUMAN,1
5482,STX4_HUMAN,1
5483,STX5_HUMAN,1
5484,STXB2_HUMAN,1
5485,SUFU_HUMAN,1
5486,SUGT1_HUMAN,1
5487,SUMO3_HUMAN,1
5488,SUMO4_HUMAN,1
5489,SV2A_HUMAN,1
5490,SWAHB_HUMAN,1
5491,SWP70_HUMAN,1
5492,SYAM_HUMAN,1
5493,SYCE2_HUMAN,1
5494,SYDE2_HUMAN,1
5495,SYDM_HUMAN,1
5496,SYG_HUMAN,1
5497,SYNE1_HUMAN,1
5498,SYNJ2_HUMAN,1
5499,SYNP2_HUMAN,1
5500,SYP2L_HUMAN,1
5501,SYRC_HUMAN,1
5502,SYSC_HUMAN,1
5503,SYTL5_HUMAN,1
5504,SYWM_HUMAN,1
5505,SZT2_HUMAN,1
5506,T11L2_HUMAN,1
5507,T151A_HUMAN,1
5508,T185B_HUMAN,1
5509,T22D1_HUMAN,1
5510,T2R42_HUMAN,1
5511,TAB3_HUMAN,1
5512,TACC1_HUMAN,1
5513,TACO1_HUMAN,1
5514,TAF1C_HUMAN,1
5515,TAF1_HUMAN,1
5516,TAF4B_HUMAN,1
5517,TAF4_HUMAN,1
5518,TAF6L_HUMAN,1
5519,TAF9_HUMAN,1
5520,TAGAP_HUMAN,1
5521,TAOK2_HUMAN,1
5522,TAP26_HUMAN,1
5523,TAP2_HUMAN,1
5524,TARA_HUMAN,1
5525,TATD1_HUMAN,1
5526,TBC25_HUMAN,1
5527,TBG1_HUMAN,1
5528,TBL1X_HUMAN,1
5529,TBX3_HUMAN,1
5530,TCAL3_HUMAN,1
5531,TCAL4_HUMAN,1
5532,TCEA3_HUMAN,1
5533,TCF25_HUMAN,1
5534,TCO1_HUMAN,1
5535,TCPR1_HUMAN,1
5536,TCRG1_HUMAN,1
5537,TDG_HUMAN,1
5538,TDRD7_HUMAN,1
5539,TEAD2_HUMAN,1
5540,TEKT1_HUMAN,1
5541,TENC1_HUMAN,1
5542,TERB1_HUMAN,1
5543,TERT_HUMAN,1
5544,TEST_HUMAN,1
5545,TET1_HUMAN,1
5546,TEX10_HUMAN,1
5547,TF7L2_HUMAN,1
5548,TFDP2_HUMAN,1
5549,TFIP8_HUMAN,1
5550,TGFA1_HUMAN,1
5551,TGFR2_HUMAN,1
5552,TGIF1_HUMAN,1
5553,TGIF2_HUMAN,1
5554,THAP4_HUMAN,1
5555,THEM6_HUMAN,1
5556,THOC3_HUMAN,1
5557,THUM2_HUMAN,1
5558,TIAM2_HUMAN,1
5559,TIAR_HUMAN,1
5560,TIE1_HUMAN,1
5561,TIM13_HUMAN,1
5562,TIM14_HUMAN,1
5563,TIM44_HUMAN,1
5564,TKTL2_HUMAN,1
5565,TLR3_HUMAN,1
5566,TLR6_HUMAN,1
5567,TLR8_HUMAN,1
5568,TM109_HUMAN,1
5569,TM130_HUMAN,1
5570,TM160_HUMAN,1
5571,TM1L2_HUMAN,1
5572,TM209_HUMAN,1
5573,TM214_HUMAN,1
5574,TM237_HUMAN,1
5575,TM238_HUMAN,1
5576,TM245_HUMAN,1
5577,TM41B_HUMAN,1
5578,TM55B_HUMAN,1
5579,TM87A_HUMAN,1
5580,TMC1_HUMAN,1
5581,TMC3_HUMAN,1
5582,TMCO1_HUMAN,1
5583,TMED3_HUMAN,1
5584,TMED8_HUMAN,1
5585,TMEM9_HUMAN,1
5586,TMG4_HUMAN,1
5587,TMOD1_HUMAN,1
5588,TMPS9_HUMAN,1
5589,TNAP3_HUMAN,1
5590,TNFC_HUMAN,1
5591,TNG2_HUMAN,1
5592,TNNC2_HUMAN,1
5593,TNR14_HUMAN,1
5594,TNR16_HUMAN,1
5595,TNR8_HUMAN,1
5596,TOM20_HUMAN,1
5597,TOM22_HUMAN,1
5598,TOM40_HUMAN,1
5599,TOPK_HUMAN,1
5600,TOPZ1_HUMAN,1
5601,TOR4A_HUMAN,1
5602,TOX_HUMAN,1
5603,TPC_HUMAN,1
5604,TPPC3_HUMAN,1
5605,TPRA1_HUMAN,1
5606,TR112_HUMAN,1
5607,TRAF2_HUMAN,1
5608,TRAF7_HUMAN,1
5609,TRAK2_HUMAN,1
5610,TREX2_HUMAN,1
5611,TRI11_HUMAN,1
5612,TRI15_HUMAN,1
5613,TRI22_HUMAN,1
5614,TRI32_HUMAN,1
5615,TRI36_HUMAN,1
5616,TRI37_HUMAN,1
5617,TRI40_HUMAN,1
5618,TRI46_HUMAN,1
5619,TRI62_HUMAN,1
5620,TRIL_HUMAN,1
5621,TRIQK_HUMAN,1
5622,TRM6_HUMAN,1
5623,TRM7_HUMAN,1
5624,TRMB_HUMAN,1
5625,TROAP_HUMAN,1
5626,TROP_HUMAN,1
5627,TRPC1_HUMAN,1
5628,TRPC6_HUMAN,1
5629,TRPC7_HUMAN,1
5630,TRPM4_HUMAN,1
5631,TRUB1_HUMAN,1
5632,TS101_HUMAN,1
5633,TSH2_HUMAN,1
5634,TSN14_HUMAN,1
5635,TSNAX_HUMAN,1
5636,TSN_HUMAN,1
5637,TSP1_HUMAN,1
5638,TSR2_HUMAN,1
5639,TSSC1_HUMAN,1
5640,TSSC4_HUMAN,1
5641,TSYL5_HUMAN,1
5642,TTBK1_HUMAN,1
5643,TTC14_HUMAN,1
5644,TTC16_HUMAN,1
5645,TTC28_HUMAN,1
5646,TTC4_HUMAN,1
5647,TTC6_HUMAN,1
5648,TTC7B_HUMAN,1
5649,TTC9A_HUMAN,1
5650,TTL13_HUMAN,1
5651,TTYH2_HUMAN,1
5652,TUSC2_HUMAN,1
5653,TUSC3_HUMAN,1
5654,TUT7_HUMAN,1
5655,TUTLA_HUMAN,1
5656,TV23C_HUMAN,1
5657,TWF2_HUMAN,1
5658,TX1B3_HUMAN,1
5659,TX264_HUMAN,1
5660,TXD11_HUMAN,1
5661,TXD17_HUMAN,1
5662,TYDP1_HUMAN,1
5663,TYSY_HUMAN,1
5664,TYW4_HUMAN,1
5665,U119A_HUMAN,1
5666,U17L5_HUMAN,1
5667,U17LJ_HUMAN,1
5668,U2AF4_HUMAN,1
5669,UB2L3_HUMAN,1
5670,UB2R1_HUMAN,1
5671,UBA5_HUMAN,1
5672,UBA6_HUMAN,1
5673,UBAP1_HUMAN,1
5674,UBB_HUMAN,1
5675,UBC9_HUMAN,1
5676,UBE2C_HUMAN,1
5677,UBE2Z_HUMAN,1
5678,UBE3A_HUMAN,1
5679,UBL7_HUMAN,1
5680,UBP18_HUMAN,1
5681,UBP29_HUMAN,1
5682,UBP33_HUMAN,1
5683,UBP40_HUMAN,1
5684,UBP4_HUMAN,1
5685,UBR7_HUMAN,1
5686,UBS3A_HUMAN,1
5687,UBXN4_HUMAN,1
5688,UCHL3_HUMAN,1
5689,UCHL5_HUMAN,1
5690,UCP4_HUMAN,1
5691,UE2NL_HUMAN,1
5692,UGGG2_HUMAN,1
5693,UK114_HUMAN,1
5694,UNC5B_HUMAN,1
5695,UNC79_HUMAN,1
5696,UNC80_HUMAN,1
5697,UNKL_HUMAN,1
5698,UROM_HUMAN,1
5699,USB1_HUMAN,1
5700,USF1_HUMAN,1
5701,USF2_HUMAN,1
5702,UTP11_HUMAN,1
5703,UTP15_HUMAN,1
5704,UTS2_HUMAN,1
5705,UVRAG_HUMAN,1
5706,VAMP4_HUMAN,1
5707,VAMP7_HUMAN,1
5708,VAMP8_HUMAN,1
5709,VANG2_HUMAN,1
5710,VAT1_HUMAN,1
5711,VAV2_HUMAN,1
5712,VAV_HUMAN,1
5713,VDAC3_HUMAN,1
5714,VEZA_HUMAN,1
5715,VGFR1_HUMAN,1
5716,VKIND_HUMAN,1
5717,VP13A_HUMAN,1
5718,VP13D_HUMAN,1
5719,VP26A_HUMAN,1
5720,VPS18_HUMAN,1
5721,VPS35_HUMAN,1
5722,VPS41_HUMAN,1
5723,VPS72_HUMAN,1
5724,VRK1_HUMAN,1
5725,VRTN_HUMAN,1
5726,VWA3B_HUMAN,1
5727,VWA7_HUMAN,1
5728,VWCE_HUMAN,1
5729,WASF1_HUMAN,1
5730,WASH3_HUMAN,1
5731,WASH4_HUMAN,1
5732,WASH7_HUMAN,1
5733,WBS16_HUMAN,1
5734,WBS22_HUMAN,1
5735,WDFY3_HUMAN,1
5736,WDR11_HUMAN,1
5737,WDR24_HUMAN,1
5738,WDR35_HUMAN,1
5739,WDR36_HUMAN,1
5740,WDR37_HUMAN,1
5741,WDR46_HUMAN,1
5742,WDR47_HUMAN,1
5743,WDR55_HUMAN,1
5744,WDR64_HUMAN,1
5745,WDR87_HUMAN,1
5746,WDR91_HUMAN,1
5747,WDTC1_HUMAN,1
5748,WIPF3_HUMAN,1
5749,WIPI2_HUMAN,1
5750,WTIP_HUMAN,1
5751,WWC2_HUMAN,1
5752,WWP2_HUMAN,1
5753,XBP1_HUMAN,1
5754,XPO2_HUMAN,1
5755,XPO6_HUMAN,1
5756,XPP1_HUMAN,1
5757,XPP3_HUMAN,1
5758,XPR1_HUMAN,1
5759,XRN1_HUMAN,1
5760,YA043_HUMAN,1
5761,YB039_HUMAN,1
5762,YC018_HUMAN,1
5763,YES_HUMAN,1
5764,YF013_HUMAN,1
5765,YL004_HUMAN,1
5766,YV023_HUMAN,1
5767,Z280B_HUMAN,1
5768,Z280D_HUMAN,1
5769,Z324A_HUMAN,1
5770,Z518B_HUMAN,1
5771,Z587B_HUMAN,1
5772,ZADH2_HUMAN,1
5773,ZBED1_HUMAN,1
5774,ZBED6_HUMAN,1
5775,ZBT40_HUMAN,1
5776,ZBT46_HUMAN,1
5777,ZBT8A_HUMAN,1
5778,ZBTB2_HUMAN,1
5779,ZC21A_HUMAN,1
5780,ZCHC7_HUMAN,1
5781,ZDH14_HUMAN,1
5782,ZDHC2_HUMAN,1
5783,ZFAN4_HUMAN,1
5784,ZFHX4_HUMAN,1
5785,ZFP2_HUMAN,1
5786,ZFP90_HUMAN,1
5787,ZFR_HUMAN,1
5788,ZFYV1_HUMAN,1
5789,ZFYV9_HUMAN,1
5790,ZFY_HUMAN,1
5791,ZGLP1_HUMAN,1
5792,ZHX1_HUMAN,1
5793,ZIM2_HUMAN,1
5794,ZKSC2_HUMAN,1
5795,ZMAT4_HUMAN,1
5796,ZMY11_HUMAN,1
5797,ZMYM1_HUMAN,1
5798,ZMYM5_HUMAN,1
5799,ZN101_HUMAN,1
5800,ZN114_HUMAN,1
5801,ZN174_HUMAN,1
5802,ZN184_HUMAN,1
5803,ZN195_HUMAN,1
5804,ZN207_HUMAN,1
5805,ZN224_HUMAN,1
5806,ZN276_HUMAN,1
5807,ZN282_HUMAN,1
5808,ZN363_HUMAN,1
5809,ZN367_HUMAN,1
5810,ZN384_HUMAN,1
5811,ZN394_HUMAN,1
5812,ZN395_HUMAN,1
5813,ZN397_HUMAN,1
5814,ZN445_HUMAN,1
5815,ZN460_HUMAN,1
5816,ZN469_HUMAN,1
5817,ZN513_HUMAN,1
5818,ZN517_HUMAN,1
5819,ZN529_HUMAN,1
5820,ZN568_HUMAN,1
5821,ZN577_HUMAN,1
5822,ZN614_HUMAN,1
5823,ZN622_HUMAN,1
5824,ZN625_HUMAN,1
5825,ZN628_HUMAN,1
5826,ZN649_HUMAN,1
5827,ZN655_HUMAN,1
5828,ZN691_HUMAN,1
5829,ZN692_HUMAN,1
5830,ZN697_HUMAN,1
5831,ZN701_HUMAN,1
5832,ZN708_HUMAN,1
5833,ZN740_HUMAN,1
5834,ZN75A_HUMAN,1
5835,ZN75D_HUMAN,1
5836,ZN788_HUMAN,1
5837,ZN814_HUMAN,1
5838,ZN879_HUMAN,1
5839,ZNF22_HUMAN,1
5840,ZNF34_HUMAN,1
5841,ZNF44_HUMAN,1
5842,ZNF45_HUMAN,1
5843,ZNF74_HUMAN,1
5844,ZNF84_HUMAN,1
5845,ZNF99_HUMAN,1
5846,ZNT6_HUMAN,1
5847,ZP2_HUMAN,1
5848,ZPBP1_HUMAN,1
5849,ZPI_HUMAN,1
5850,ZPR1_HUMAN,1
5851,ZSC18_HUMAN,1
5852,ZSC25_HUMAN,1
